Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
Male,No,29,No,Healthcare,1.0,Low,,Cat_6,D
Female,Yes,48,Yes,Doctor,0.0,Low,2.0,Cat_6,C
Female,Yes,51,Yes,Doctor,1.0,Average,3.0,Cat_1,C
Female,Yes,40,Yes,Engineer,1.0,High,5.0,Cat_2,B
Male,Yes,47,Yes,Artist,0.0,Average,6.0,Cat_7,B
Male,Yes,39,Yes,Executive,,High,3.0,Cat_6,B
Male,Yes,35,Yes,Executive,1.0,Average,4.0,Cat_6,C
Female,No,19,No,Healthcare,2.0,Low,3.0,Cat_6,D
Female,No,21,No,Healthcare,7.0,Low,,Cat_6,D
Male,Yes,46,Yes,Entertainment,0.0,Average,3.0,Cat_4,B
Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,Cat_6,B
Male,Yes,66,Yes,Artist,0.0,High,2.0,Cat_6,B
Male,No,42,No,Marketing,1.0,Low,5.0,Cat_4,D
Female,Yes,73,Yes,Lawyer,1.0,High,2.0,Cat_6,B
Male,Yes,72,No,Engineer,1.0,Low,1.0,Cat_6,A
Male,Yes,53,Yes,Artist,0.0,Low,3.0,Cat_6,B
Female,Yes,39,Yes,Artist,8.0,Average,2.0,Cat_6,C
Female,No,27,No,Homemaker,9.0,Low,1.0,Cat_6,D
Male,Yes,63,No,Entertainment,1.0,Average,,Cat_6,B
Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_4,D
Female,No,30,Yes,Entertainment,0.0,Low,4.0,Cat_6,B
Female,Yes,39,Yes,Artist,5.0,Average,2.0,Cat_6,C
Male,Yes,26,Yes,Artist,1.0,Average,3.0,Cat_6,B
Female,Yes,50,Yes,Entertainment,7.0,Low,3.0,Cat_6,A
Female,Yes,45,Yes,Artist,1.0,Average,2.0,Cat_6,C
Female,No,62,No,Entertainment,2.0,Low,1.0,Cat_6,A
Female,No,27,Yes,Doctor,1.0,Low,3.0,Cat_6,A
Male,Yes,57,Yes,Entertainment,1.0,Low,,Cat_6,A
Female,Yes,30,No,Engineer,1.0,Average,7.0,Cat_4,A
Male,No,32,No,Healthcare,7.0,Low,4.0,Cat_3,A
Male,No,18,,Executive,,Low,5.0,Cat_4,A
Male,No,47,No,Artist,3.0,Low,3.0,Cat_5,B
Female,No,32,Yes,Artist,4.0,Low,4.0,Cat_2,A
Female,Yes,32,No,Engineer,5.0,Low,3.0,Cat_1,A
Male,Yes,67,Yes,Doctor,1.0,Average,4.0,Cat_6,B
Female,Yes,77,Yes,Lawyer,0.0,High,2.0,Cat_6,C
Male,Yes,79,No,,0.0,Average,2.0,,C
Male,No,31,No,Entertainment,1.0,Low,1.0,Cat_4,A
Male,Yes,42,Yes,Artist,0.0,Low,3.0,Cat_4,A
Female,No,18,No,,0.0,Low,6.0,Cat_6,D
Male,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_2,C
Male,Yes,71,Yes,Artist,0.0,Average,5.0,Cat_6,C
Female,Yes,72,No,Lawyer,1.0,Low,3.0,Cat_6,A
Male,Yes,47,Yes,Artist,,Low,3.0,Cat_6,A
Male,Yes,45,Yes,Artist,9.0,Average,2.0,Cat_6,C
Female,No,40,No,Engineer,9.0,Low,5.0,Cat_4,A
Female,No,36,Yes,Engineer,4.0,Low,1.0,Cat_6,A
Female,No,42,Yes,Artist,,Low,1.0,Cat_6,B
Male,No,30,No,Healthcare,4.0,Low,4.0,Cat_6,D
Female,No,29,Yes,Healthcare,2.0,Low,4.0,Cat_4,B
Male,No,28,Yes,Engineer,0.0,Low,5.0,Cat_4,D
Male,,22,No,Healthcare,,Low,2.0,Cat_6,D
Male,Yes,85,No,Lawyer,,Low,1.0,Cat_6,D
Female,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_6,C
Female,Yes,52,Yes,Artist,14.0,Average,2.0,Cat_6,C
Male,Yes,47,Yes,Artist,0.0,Low,,Cat_6,C
Male,No,26,No,Artist,6.0,Low,6.0,Cat_5,D
Female,No,55,Yes,Marketing,3.0,Low,1.0,Cat_6,B
Female,No,20,No,Doctor,4.0,Low,4.0,Cat_6,D
Female,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,C
Male,No,28,No,Healthcare,0.0,Low,2.0,Cat_4,A
Male,No,38,No,Artist,2.0,Low,2.0,Cat_3,A
Male,Yes,42,No,Entertainment,1.0,Low,2.0,Cat_4,B
Male,Yes,42,No,Marketing,0.0,High,6.0,Cat_4,A
Female,No,29,No,Engineer,1.0,Low,4.0,Cat_6,D
Male,No,32,Yes,Doctor,0.0,Low,4.0,Cat_6,A
Male,Yes,38,No,Executive,,High,5.0,Cat_4,D
Female,Yes,59,No,Artist,1.0,High,2.0,Cat_6,C
Male,No,22,No,Healthcare,0.0,Low,2.0,Cat_3,D
Female,No,26,No,Homemaker,9.0,Low,,Cat_4,D
Female,Yes,78,Yes,Artist,1.0,High,2.0,Cat_6,C
Female,No,32,Yes,Healthcare,0.0,Low,3.0,Cat_4,A
Male,Yes,37,Yes,Artist,0.0,Average,4.0,Cat_7,C
Male,Yes,37,Yes,Healthcare,1.0,High,4.0,Cat_6,B
Male,No,67,No,Lawyer,,Low,2.0,Cat_6,D
Male,Yes,47,No,Artist,0.0,High,4.0,Cat_6,B
Female,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6,A
Male,No,30,Yes,Healthcare,3.0,Low,5.0,Cat_1,C
Female,Yes,48,Yes,Entertainment,2.0,Low,1.0,Cat_1,A
Female,No,43,Yes,Artist,6.0,Low,1.0,Cat_6,C
Male,Yes,33,Yes,Healthcare,9.0,Low,2.0,Cat_6,D
Male,Yes,31,No,Healthcare,0.0,Average,5.0,Cat_4,D
Male,Yes,32,Yes,Healthcare,1.0,Low,2.0,Cat_6,D
Female,No,21,No,Healthcare,1.0,Low,4.0,Cat_2,D
Female,No,29,No,Homemaker,2.0,Low,4.0,Cat_3,D
Female,Yes,35,Yes,Artist,1.0,Low,2.0,Cat_4,A
Male,Yes,46,No,Artist,0.0,Low,3.0,Cat_4,A
Female,Yes,38,Yes,Artist,9.0,High,2.0,Cat_2,B
Female,No,32,Yes,Healthcare,1.0,Low,3.0,Cat_6,C
Female,No,28,Yes,Artist,3.0,Low,7.0,Cat_2,A
Female,Yes,68,Yes,Lawyer,3.0,Low,1.0,Cat_6,A
Female,Yes,45,Yes,Artist,4.0,Low,1.0,Cat_6,C
Male,Yes,58,Yes,Artist,0.0,Average,3.0,Cat_7,C
Male,No,28,No,Entertainment,1.0,Low,2.0,Cat_7,A
Female,No,32,No,Healthcare,12.0,Low,3.0,Cat_6,A
Male,No,30,Yes,Doctor,1.0,Low,1.0,Cat_3,B
Female,Yes,42,No,Homemaker,3.0,Average,4.0,Cat_6,D
Male,No,22,No,,,Low,6.0,Cat_1,D
Male,No,41,Yes,Artist,,Low,3.0,Cat_6,C
Female,No,18,No,Healthcare,6.0,Low,4.0,Cat_7,D
Female,Yes,29,Yes,Healthcare,8.0,Low,3.0,Cat_3,D
Female,No,33,Yes,Healthcare,0.0,Low,3.0,Cat_6,A
Male,No,47,No,Artist,1.0,Low,,Cat_4,A
Female,Yes,57,Yes,Doctor,1.0,Low,2.0,Cat_7,A
Male,Yes,36,Yes,Executive,1.0,Low,3.0,Cat_6,D
Male,Yes,57,Yes,Executive,1.0,High,3.0,Cat_6,C
Male,No,18,No,Healthcare,1.0,Low,2.0,Cat_6,D
Male,,52,Yes,Artist,1.0,Average,5.0,Cat_4,C
Male,Yes,52,Yes,Artist,1.0,Average,6.0,Cat_6,C
Male,No,51,,Artist,6.0,Low,4.0,Cat_4,B
Female,Yes,37,Yes,Entertainment,0.0,Average,2.0,Cat_1,B
Male,No,36,Yes,Marketing,0.0,Low,1.0,Cat_6,A
Female,No,29,Yes,Healthcare,9.0,Low,3.0,Cat_4,A
Male,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_3,C
Male,No,61,Yes,Artist,0.0,Low,1.0,Cat_6,B
Male,Yes,52,Yes,Entertainment,1.0,Average,4.0,Cat_6,A
Female,Yes,49,Yes,Homemaker,14.0,Low,1.0,Cat_6,A
Male,Yes,40,Yes,Entertainment,,Average,2.0,Cat_4,B
Female,No,31,No,Healthcare,1.0,Low,5.0,Cat_4,C
Male,Yes,42,No,Entertainment,1.0,Low,3.0,Cat_4,A
Male,Yes,51,Yes,Engineer,1.0,Average,5.0,Cat_6,C
Female,No,42,Yes,Healthcare,8.0,Low,1.0,Cat_7,D
Male,No,29,Yes,Doctor,1.0,Low,4.0,Cat_6,C
Female,No,33,Yes,Healthcare,8.0,Low,1.0,Cat_4,A
Male,No,27,Yes,Healthcare,,Low,3.0,Cat_6,D
Female,No,21,No,Healthcare,0.0,Low,4.0,Cat_2,D
Male,Yes,35,No,Artist,9.0,Average,3.0,Cat_6,B
Female,No,42,Yes,Doctor,0.0,Low,1.0,Cat_6,A
Female,No,41,Yes,Artist,2.0,Low,1.0,Cat_6,C
Male,No,39,Yes,Artist,0.0,Low,3.0,Cat_6,B
Female,No,28,No,Doctor,14.0,Low,1.0,Cat_6,A
Female,Yes,45,Yes,Engineer,3.0,Average,,Cat_3,B
Female,Yes,61,Yes,Doctor,1.0,Average,2.0,Cat_6,B
Male,Yes,62,Yes,Artist,0.0,Average,4.0,Cat_6,C
Male,Yes,65,Yes,Entertainment,1.0,Average,2.0,Cat_6,C
Male,Yes,45,Yes,Doctor,1.0,Average,2.0,Cat_3,A
Female,Yes,26,Yes,Engineer,9.0,Low,2.0,Cat_6,B
Female,No,25,Yes,Artist,4.0,Low,5.0,Cat_6,C
Female,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_7,C
Male,Yes,43,No,Executive,0.0,High,4.0,Cat_6,B
Male,Yes,49,Yes,Executive,1.0,High,3.0,Cat_6,C
Male,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_6,C
Female,No,37,Yes,Artist,3.0,Low,1.0,Cat_6,B
Male,Yes,65,Yes,Entertainment,1.0,High,2.0,Cat_6,C
Female,No,32,No,,10.0,Low,5.0,Cat_6,C
Female,No,39,No,Engineer,0.0,Low,3.0,Cat_4,A
Female,Yes,40,Yes,Artist,2.0,Average,2.0,Cat_6,C
Male,Yes,72,Yes,Entertainment,1.0,Average,3.0,Cat_6,C
Female,No,38,No,Homemaker,5.0,Low,1.0,Cat_2,B
Male,No,26,No,Marketing,0.0,Low,5.0,Cat_6,D
Male,No,30,Yes,Doctor,1.0,Low,3.0,Cat_4,D
Male,Yes,51,Yes,Homemaker,1.0,Low,,Cat_4,A
Male,No,57,Yes,Marketing,1.0,Low,4.0,Cat_7,A
Female,No,31,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
Male,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,A
Female,No,30,No,Engineer,0.0,Low,4.0,Cat_4,A
Female,Yes,43,No,Artist,0.0,Average,3.0,Cat_4,A
Male,No,27,Yes,Healthcare,8.0,Low,1.0,Cat_3,C
Female,Yes,46,No,Artist,0.0,Average,4.0,Cat_3,C
Male,Yes,43,No,Artist,1.0,Low,2.0,Cat_6,B
Male,Yes,69,Yes,Lawyer,,Low,1.0,,A
Male,Yes,28,No,Entertainment,8.0,Average,4.0,Cat_7,D
Male,No,43,Yes,Entertainment,9.0,Low,1.0,Cat_6,D
Female,No,27,No,Healthcare,,Low,5.0,Cat_7,D
Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
Male,No,33,No,Artist,,Low,4.0,Cat_6,D
Female,No,30,No,Engineer,0.0,Low,1.0,,B
Male,No,58,No,Healthcare,4.0,Low,2.0,Cat_6,D
Female,No,38,Yes,Engineer,8.0,Low,4.0,Cat_6,A
Female,No,31,Yes,Artist,1.0,Low,4.0,Cat_6,D
Male,Yes,32,No,Executive,4.0,Average,5.0,Cat_4,D
Male,Yes,45,Yes,Artist,4.0,Average,4.0,Cat_6,C
Male,Yes,66,Yes,Artist,1.0,Low,3.0,Cat_6,A
Female,Yes,51,Yes,Artist,1.0,Average,3.0,Cat_6,C
Female,Yes,59,Yes,Artist,,Average,2.0,Cat_6,C
Female,No,40,Yes,Engineer,,Low,1.0,Cat_3,B
Male,Yes,46,Yes,Artist,11.0,Average,5.0,Cat_6,C
Male,No,20,No,Healthcare,1.0,Low,6.0,Cat_4,D
Female,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,C
Female,No,41,Yes,Marketing,,Low,1.0,Cat_6,D
Male,Yes,51,No,Artist,,Average,3.0,Cat_6,C
Male,Yes,57,Yes,Entertainment,8.0,Average,5.0,Cat_2,A
Female,No,33,No,Doctor,0.0,Low,1.0,Cat_6,A
Male,No,25,No,Marketing,3.0,Low,3.0,Cat_5,D
Male,Yes,55,Yes,Artist,,Average,3.0,Cat_4,A
Female,Yes,56,Yes,Executive,,High,4.0,Cat_1,A
Male,Yes,77,Yes,Lawyer,1.0,Low,1.0,Cat_6,C
Male,Yes,30,Yes,Healthcare,1.0,Low,2.0,Cat_6,A
Male,No,23,No,Healthcare,6.0,Low,5.0,Cat_4,D
Female,No,43,Yes,Artist,2.0,Low,4.0,Cat_6,B
Male,No,39,Yes,Entertainment,5.0,Low,1.0,Cat_6,A
Male,Yes,29,No,Executive,1.0,High,2.0,Cat_6,D
Male,Yes,37,Yes,Doctor,,Low,2.0,Cat_6,D
Female,Yes,45,No,Engineer,2.0,Low,2.0,Cat_6,D
Male,Yes,48,No,Executive,2.0,High,2.0,Cat_2,D
Male,Yes,27,No,Entertainment,0.0,Average,4.0,Cat_6,A
Female,Yes,60,No,Entertainment,9.0,Low,4.0,Cat_3,B
Male,Yes,45,Yes,Entertainment,4.0,Average,3.0,Cat_2,B
Male,No,31,Yes,Healthcare,,Low,1.0,Cat_6,D
Male,No,33,No,Doctor,1.0,Low,4.0,Cat_4,C
Male,,18,No,,6.0,High,4.0,Cat_3,D
Female,Yes,48,Yes,Artist,,Average,3.0,Cat_6,B
Female,Yes,83,No,Lawyer,,Low,2.0,Cat_6,A
Male,Yes,57,Yes,Executive,,Low,4.0,Cat_2,A
Male,No,26,Yes,Healthcare,,Low,3.0,Cat_1,D
Male,Yes,51,Yes,Artist,8.0,Low,5.0,Cat_6,A
Male,Yes,67,No,Executive,2.0,High,1.0,Cat_6,C
Male,Yes,38,Yes,Artist,9.0,Average,2.0,Cat_6,C
Female,No,40,Yes,Doctor,0.0,Low,1.0,Cat_6,C
Female,Yes,45,Yes,Artist,5.0,Average,2.0,Cat_6,B
Male,Yes,48,Yes,Artist,0.0,Average,4.0,Cat_6,C
Female,Yes,69,No,Lawyer,0.0,Average,2.0,Cat_6,C
Male,No,21,No,Healthcare,9.0,Low,5.0,Cat_6,D
Female,Yes,48,No,Engineer,1.0,High,,Cat_6,B
Female,No,18,No,Healthcare,,Low,3.0,Cat_3,D
Male,Yes,72,Yes,Artist,0.0,Low,3.0,Cat_4,C
Male,Yes,85,No,Lawyer,,Low,1.0,Cat_6,D
Female,No,21,No,Marketing,1.0,Low,5.0,Cat_4,D
Female,Yes,48,Yes,Artist,1.0,Low,1.0,Cat_4,A
Female,No,37,Yes,Entertainment,6.0,Low,,Cat_6,A
Male,No,28,No,Healthcare,1.0,Low,5.0,Cat_4,D
Male,Yes,55,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
Female,No,56,Yes,Artist,0.0,Low,2.0,Cat_6,C
Male,Yes,50,Yes,Doctor,1.0,Low,2.0,Cat_6,C
Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,D
Male,No,18,No,Healthcare,0.0,Low,6.0,Cat_6,D
Male,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6,B
Male,Yes,47,Yes,Artist,13.0,Low,1.0,Cat_6,C
Male,Yes,75,No,Lawyer,1.0,High,2.0,Cat_6,B
Male,Yes,50,Yes,Artist,3.0,Average,4.0,Cat_2,C
Male,No,31,Yes,Healthcare,0.0,Low,4.0,Cat_6,D
Female,No,30,Yes,Artist,0.0,Low,3.0,Cat_6,A
Female,Yes,41,Yes,Artist,0.0,Low,4.0,Cat_6,A
Male,Yes,41,,Executive,6.0,High,2.0,Cat_3,A
Female,Yes,35,No,Healthcare,2.0,Low,1.0,Cat_6,A
Male,Yes,37,Yes,Healthcare,0.0,Low,1.0,Cat_6,D
Male,Yes,60,Yes,Entertainment,0.0,Low,,Cat_6,D
Male,Yes,50,Yes,Doctor,0.0,Average,3.0,Cat_6,C
Male,Yes,36,Yes,Artist,0.0,Average,2.0,Cat_6,C
Female,No,26,No,Marketing,3.0,Low,3.0,Cat_3,A
Male,Yes,62,No,,7.0,High,2.0,Cat_6,D
Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_4,D
Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
Female,Yes,45,Yes,Artist,0.0,Average,5.0,Cat_6,C
Female,No,31,No,Doctor,0.0,Low,4.0,Cat_6,D
Male,Yes,56,Yes,Artist,0.0,Average,3.0,Cat_4,C
Female,Yes,62,,Lawyer,8.0,Low,5.0,Cat_6,A
Female,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6,B
Female,Yes,73,Yes,Lawyer,1.0,Low,1.0,Cat_6,B
Male,Yes,62,Yes,Doctor,1.0,Average,4.0,Cat_3,C
Male,Yes,46,No,Entertainment,0.0,Average,3.0,Cat_6,A
Female,Yes,51,Yes,Artist,,Low,,Cat_3,C
Male,Yes,25,Yes,Executive,1.0,High,2.0,Cat_6,A
Male,Yes,66,,Executive,0.0,High,2.0,Cat_6,B
Male,No,27,Yes,Marketing,1.0,Low,2.0,Cat_3,A
Male,Yes,87,No,Executive,1.0,Low,2.0,Cat_6,A
Female,Yes,47,Yes,Artist,0.0,Low,1.0,Cat_1,A
Male,Yes,57,Yes,Artist,1.0,Average,4.0,Cat_6,C
Male,Yes,60,Yes,Artist,0.0,Average,4.0,Cat_3,A
Male,Yes,40,Yes,Executive,,High,5.0,Cat_6,B
Female,No,32,Yes,Doctor,7.0,Low,,Cat_2,A
Male,No,28,Yes,Healthcare,2.0,Low,3.0,Cat_6,D
Male,No,39,Yes,Doctor,4.0,Low,3.0,Cat_6,C
Female,No,47,Yes,Marketing,9.0,Low,1.0,Cat_6,D
Female,No,39,Yes,,8.0,Low,,Cat_6,C
Male,No,28,No,Entertainment,1.0,Low,,Cat_3,A
Male,Yes,69,Yes,Artist,0.0,Average,3.0,Cat_6,A
Female,No,42,Yes,Artist,0.0,Low,1.0,Cat_6,D
Female,Yes,46,Yes,Engineer,1.0,Low,1.0,Cat_6,D
Female,No,23,No,Marketing,3.0,Low,3.0,Cat_6,C
Male,No,45,Yes,Artist,1.0,Low,5.0,Cat_6,C
Female,Yes,38,Yes,Doctor,1.0,Average,4.0,Cat_6,B
Female,Yes,71,No,Lawyer,1.0,High,3.0,Cat_6,D
Female,No,26,No,Doctor,0.0,Low,2.0,Cat_6,D
Female,Yes,60,Yes,Artist,8.0,High,2.0,Cat_6,C
Female,Yes,46,Yes,Artist,1.0,Average,2.0,Cat_6,C
Male,Yes,39,Yes,Entertainment,1.0,Average,4.0,Cat_3,C
Female,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,D
Male,Yes,26,Yes,Doctor,1.0,Average,2.0,Cat_7,A
Male,Yes,53,Yes,Artist,1.0,High,2.0,Cat_6,D
Male,Yes,40,Yes,Entertainment,1.0,Average,2.0,Cat_3,C
Male,Yes,76,No,Executive,,Low,7.0,Cat_4,D
Male,Yes,26,Yes,Entertainment,0.0,Average,3.0,Cat_3,A
Female,Yes,65,Yes,Artist,0.0,Average,2.0,Cat_6,C
Female,No,37,Yes,Artist,12.0,Low,2.0,Cat_6,A
Male,No,25,No,Healthcare,0.0,Low,4.0,Cat_3,C
Female,No,21,No,Engineer,0.0,Low,5.0,Cat_2,D
Female,No,25,No,Healthcare,0.0,Low,4.0,Cat_2,D
Male,No,23,No,Healthcare,4.0,Low,5.0,Cat_6,D
Female,No,30,Yes,Healthcare,1.0,Low,6.0,Cat_3,D
Female,No,30,No,Doctor,0.0,Low,4.0,Cat_6,D
Male,Yes,42,No,Entertainment,0.0,Average,4.0,Cat_4,A
Female,Yes,81,No,Lawyer,,High,2.0,Cat_6,D
Male,Yes,49,Yes,Entertainment,1.0,Average,5.0,Cat_6,C
Male,No,32,No,Healthcare,0.0,Low,3.0,Cat_2,A
Female,Yes,43,Yes,Artist,,Average,4.0,Cat_2,B
Male,Yes,26,No,Executive,9.0,High,4.0,Cat_6,D
Female,No,67,No,Artist,1.0,Low,2.0,Cat_6,B
Male,Yes,88,No,Executive,0.0,Low,1.0,Cat_6,A
Female,No,40,Yes,Healthcare,8.0,Low,4.0,Cat_2,D
Female,,48,Yes,Artist,0.0,Low,4.0,Cat_2,C
Male,No,18,No,Healthcare,7.0,Low,3.0,Cat_1,D
Male,Yes,39,Yes,,5.0,Average,3.0,Cat_6,A
Male,Yes,61,Yes,Entertainment,7.0,High,5.0,Cat_6,B
Female,Yes,51,Yes,Artist,,High,4.0,Cat_6,C
Female,Yes,25,No,Engineer,0.0,Average,2.0,Cat_4,A
Male,No,35,Yes,Artist,6.0,Low,3.0,Cat_6,B
Male,Yes,46,No,Executive,0.0,High,2.0,Cat_6,C
Female,Yes,53,No,Homemaker,2.0,High,3.0,Cat_6,B
Male,Yes,48,Yes,Entertainment,9.0,Low,1.0,Cat_6,D
Male,Yes,75,Yes,Lawyer,1.0,Low,2.0,Cat_6,D
Male,No,23,No,Healthcare,1.0,Low,3.0,Cat_4,D
Male,No,29,No,Doctor,1.0,Low,2.0,Cat_6,D
Male,Yes,46,No,Artist,0.0,Low,2.0,Cat_6,B
Female,No,61,Yes,Marketing,1.0,Low,1.0,Cat_6,D
Female,No,37,No,Artist,1.0,Low,1.0,Cat_6,B
Female,No,23,No,Healthcare,6.0,Low,5.0,Cat_2,D
Male,No,21,No,Healthcare,,Low,8.0,Cat_6,D
Female,No,33,No,Healthcare,7.0,Low,4.0,Cat_5,D
Male,Yes,74,No,Executive,0.0,Low,,,D
Male,No,41,No,Entertainment,0.0,Low,2.0,Cat_6,D
Female,Yes,58,Yes,Engineer,,High,4.0,Cat_6,B
Male,Yes,25,Yes,Entertainment,8.0,Average,2.0,Cat_6,A
Male,No,33,No,Marketing,2.0,Low,3.0,Cat_6,D
Male,Yes,43,No,Doctor,0.0,Low,2.0,Cat_6,A
Male,Yes,25,No,Executive,1.0,Low,2.0,Cat_4,D
Female,No,26,No,Engineer,0.0,Low,1.0,Cat_6,A
Male,No,22,No,Healthcare,1.0,Low,5.0,Cat_6,D
Male,Yes,28,No,Artist,0.0,Average,2.0,Cat_6,D
Female,No,36,Yes,Entertainment,7.0,Low,1.0,Cat_6,A
Female,No,28,No,Healthcare,1.0,Low,3.0,Cat_4,C
Male,Yes,85,Yes,Artist,1.0,High,4.0,Cat_6,A
Male,No,30,Yes,Entertainment,0.0,Low,,Cat_6,D
Male,Yes,43,Yes,Healthcare,7.0,High,2.0,Cat_6,A
Male,Yes,82,No,Executive,1.0,High,2.0,Cat_6,B
Male,,48,Yes,Executive,,High,5.0,Cat_6,B
Female,No,18,No,Healthcare,3.0,Low,3.0,Cat_2,D
Male,Yes,53,Yes,Engineer,1.0,Low,2.0,Cat_3,A
Male,Yes,50,Yes,Artist,0.0,Average,4.0,Cat_6,B
Female,Yes,39,No,Engineer,9.0,Average,6.0,Cat_4,D
Female,Yes,35,No,Engineer,2.0,Average,6.0,Cat_2,B
Male,No,28,Yes,Entertainment,,Low,3.0,Cat_4,D
Female,No,33,Yes,Engineer,1.0,Low,3.0,Cat_6,A
Female,Yes,35,Yes,Healthcare,1.0,Low,3.0,Cat_6,C
Male,Yes,48,Yes,Entertainment,0.0,Average,4.0,Cat_6,B
Female,Yes,50,Yes,Artist,1.0,High,3.0,Cat_4,C
Male,Yes,47,No,Entertainment,0.0,Average,4.0,Cat_6,C
Female,No,50,Yes,Artist,4.0,Low,1.0,Cat_6,C
Male,Yes,56,Yes,Artist,,Low,4.0,Cat_3,A
Female,No,26,No,Healthcare,10.0,Low,1.0,Cat_6,D
Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,D
Male,Yes,61,Yes,Entertainment,1.0,Average,4.0,Cat_6,C
Female,Yes,88,No,Lawyer,0.0,High,2.0,Cat_6,B
Male,No,72,No,Marketing,1.0,Low,2.0,Cat_6,D
Male,Yes,61,Yes,Artist,1.0,Low,2.0,Cat_6,B
Female,Yes,45,No,Engineer,8.0,Low,,Cat_6,A
Female,Yes,51,No,Engineer,1.0,Average,5.0,Cat_4,B
Male,No,42,Yes,Artist,6.0,Low,2.0,Cat_3,B
Male,Yes,59,No,Entertainment,8.0,Average,3.0,Cat_6,C
Female,No,45,Yes,Healthcare,4.0,Low,1.0,Cat_6,A
Female,Yes,68,Yes,Artist,,Average,3.0,Cat_6,C
Female,Yes,85,Yes,Lawyer,0.0,High,2.0,Cat_6,A
Male,Yes,46,Yes,Doctor,1.0,Average,4.0,Cat_6,B
Female,Yes,32,Yes,Artist,0.0,Average,2.0,Cat_6,B
Female,Yes,70,Yes,Engineer,0.0,Low,1.0,Cat_6,C
Male,Yes,37,Yes,Entertainment,,Low,,Cat_3,D
Female,No,30,No,Marketing,1.0,Low,4.0,Cat_6,B
Female,No,33,Yes,Engineer,1.0,Low,2.0,Cat_6,A
Male,Yes,61,No,Healthcare,,Low,3.0,Cat_6,A
Female,No,37,Yes,Engineer,0.0,Low,1.0,Cat_4,D
Male,Yes,32,Yes,Entertainment,6.0,Low,2.0,Cat_2,B
Male,Yes,52,Yes,Artist,0.0,High,2.0,Cat_6,B
Female,Yes,42,No,Entertainment,0.0,Average,3.0,Cat_6,B
Male,Yes,47,Yes,Artist,3.0,Average,2.0,Cat_6,B
Female,Yes,52,Yes,Artist,9.0,Low,2.0,Cat_6,C
Male,Yes,66,Yes,Entertainment,0.0,Average,3.0,Cat_6,C
Female,No,28,No,Engineer,,Low,6.0,Cat_6,C
Female,Yes,47,Yes,Marketing,1.0,Low,1.0,Cat_6,D
Male,Yes,52,Yes,Entertainment,1.0,Average,3.0,Cat_6,B
Male,No,27,No,Healthcare,2.0,Low,4.0,Cat_3,D
Female,Yes,56,Yes,Artist,0.0,Average,5.0,Cat_6,B
Female,Yes,53,No,Engineer,7.0,Average,6.0,Cat_4,A
Female,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_4,B
Female,No,37,No,Homemaker,1.0,Low,1.0,Cat_1,D
Female,Yes,36,No,Artist,2.0,Average,4.0,Cat_3,C
Male,No,25,Yes,Entertainment,2.0,Low,3.0,Cat_1,D
Female,Yes,45,Yes,Artist,1.0,Average,2.0,Cat_6,B
Male,Yes,72,Yes,Homemaker,9.0,Low,,,A
Male,No,35,Yes,Entertainment,1.0,Low,3.0,Cat_3,A
Female,Yes,72,Yes,Lawyer,1.0,High,2.0,Cat_6,B
Female,Yes,31,No,Artist,1.0,Low,4.0,Cat_6,D
Male,Yes,47,No,Entertainment,4.0,Average,3.0,Cat_6,B
Male,No,20,No,Healthcare,7.0,Low,3.0,Cat_6,D
Female,Yes,73,Yes,Lawyer,1.0,Low,2.0,Cat_6,B
Male,Yes,29,No,Doctor,,High,2.0,Cat_3,B
Male,Yes,25,No,Entertainment,3.0,Average,2.0,Cat_3,D
Male,Yes,52,Yes,Executive,0.0,High,4.0,Cat_6,C
Female,No,27,Yes,Artist,1.0,Low,6.0,Cat_6,C
Male,Yes,52,Yes,Executive,1.0,Average,4.0,Cat_2,C
Female,Yes,49,Yes,Artist,0.0,Low,1.0,Cat_6,C
Male,Yes,60,,,,Average,4.0,Cat_6,B
Male,No,45,Yes,Marketing,0.0,Low,1.0,Cat_3,D
Male,Yes,59,Yes,Artist,4.0,Low,1.0,Cat_4,B
